V,E,ElogE,VlogV,ElogV,VlogE,Iterations
924, 298498, 5.42889e+06, 9103.02, 2.94073e+06, 16805.1, 11454877
924, 319819, 5.8485e+06, 9103.02, 3.15078e+06, 16897.1, 12336730
924, 341140, 6.27015e+06, 9103.02, 3.36083e+06, 16983.1, 13222688
924, 362462, 6.69376e+06, 9103.02, 3.57088e+06, 17063.9, 14112535
924, 383783, 7.11915e+06, 9103.02, 3.78093e+06, 17140.1, 15005961
924, 405104, 7.54625e+06, 9103.02, 3.99098e+06, 17212.2, 15902807
925, 170940, 2.97147e+06, 9114.31, 1.68432e+06, 16079.4, 6284923
925, 192307, 3.37557e+06, 9114.31, 1.89486e+06, 16236.6, 7135862
925, 213675, 3.78313e+06, 9114.31, 2.10541e+06, 16377.2, 7993705
925, 235042, 4.19375e+06, 9114.31, 2.31594e+06, 16504.4, 8857684
925, 256410, 4.6072e+06, 9114.31, 2.52649e+06, 16620.5, 9727316
925, 277777, 5.0232e+06, 9114.31, 2.73702e+06, 16727.3, 10602051
925, 299145, 5.44159e+06, 9114.31, 2.94757e+06, 16826.2, 11481574
925, 320512, 5.86217e+06, 9114.31, 3.1581e+06, 16918.3, 12365464
925, 341880, 6.28482e+06, 9114.31, 3.36865e+06, 17004.4, 13253508
925, 363247, 6.70939e+06, 9114.31, 3.57919e+06, 17085.3, 14145366
925, 384615, 7.13578e+06, 9114.31, 3.78973e+06, 17161.6, 15040895
925, 405982, 7.56387e+06, 9114.31, 4.00027e+06, 17233.7, 15939809
926, 171310, 2.97844e+06, 9125.61, 1.68824e+06, 16099.7, 6299595
926, 192723, 3.38348e+06, 9125.61, 1.89926e+06, 16257, 7152500
926, 214137, 3.79198e+06, 9125.61, 2.11029e+06, 16397.8, 8012323
926, 235551, 4.20357e+06, 9125.61, 2.32132e+06, 16525.1, 8878336
926, 256965, 4.61797e+06, 9125.61, 2.53236e+06, 16641.3, 9749974
926, 278378, 5.03494e+06, 9125.61, 2.74338e+06, 16748.3, 10626725
926, 299792, 5.4543e+06, 9125.61, 2.95441e+06, 16847.3, 11508275
926, 321206, 5.87587e+06, 9125.61, 3.16544e+06, 16939.4, 12394243
926, 342620, 6.2995e+06, 9125.61, 3.37648e+06, 17025.7, 13284332
926, 364033, 6.72504e+06, 9125.61, 3.5875e+06, 17106.7, 14178244
926, 385447, 7.15242e+06, 9125.61, 3.79853e+06, 17183, 15075835
926, 406861, 7.58152e+06, 9125.61, 4.00956e+06, 17255.2, 15976860
927, 171680, 2.98541e+06, 9136.91, 1.69215e+06, 16119.9, 6314270
927, 193140, 3.3914e+06, 9136.91, 1.90367e+06, 16277.5, 7169180
927, 214600, 3.80084e+06, 9136.91, 2.11519e+06, 16418.4, 8030984
927, 236060, 4.21339e+06, 9136.91, 2.32671e+06, 16545.8, 8898991
927, 257520, 4.62875e+06, 9136.91, 2.53823e+06, 16662.2, 9772635
927, 278980, 5.04669e+06, 9136.91, 2.74975e+06, 16769.2, 10651445
927, 300440, 5.46702e+06, 9136.91, 2.96126e+06, 16868.4, 11535022
927, 321900, 5.88956e+06, 9136.91, 3.17278e+06, 16960.6, 12423026
927, 343360, 6.31417e+06, 9136.91, 3.3843e+06, 17046.9, 13315161
927, 364820, 6.74072e+06, 9136.91, 3.59582e+06, 17128, 14211169
927, 386280, 7.16908e+06, 9136.91, 3.80734e+06, 17204.5, 15110822
927, 407740, 7.59917e+06, 9136.91, 4.01886e+06, 17276.8, 16013916
928, 172051, 2.99239e+06, 9148.21, 1.69608e+06, 16140.2, 6328987
928, 193557, 3.39933e+06, 9148.21, 1.90808e+06, 16297.9, 7185863
928, 215064, 3.80973e+06, 9148.21, 2.1201e+06, 16439, 8049689
928, 236570, 4.22323e+06, 9148.21, 2.3321e+06, 16566.6, 8919690
928, 258076, 4.63954e+06, 9148.21, 2.54411e+06, 16683.1, 9795340
928, 279583, 5.05847e+06, 9148.21, 2.75612e+06, 16790.2, 10676209
928, 301089, 5.47977e+06, 9148.21, 2.96813e+06, 16889.4, 11561814
928, 322596, 5.9033e+06, 9148.21, 3.18015e+06, 16981.8, 12451897
928, 344102, 6.32889e+06, 9148.21, 3.39215e+06, 17068.2, 13346079
928, 365608, 6.75641e+06, 9148.21, 3.60416e+06, 17149.4, 14244141
928, 387115, 7.18578e+06, 9148.21, 3.81617e+06, 17225.9, 15145898
928, 408621, 7.61686e+06, 9148.21, 4.02818e+06, 17298.3, 16051061
929, 172422, 2.99938e+06, 9159.51, 1.7e+06, 16160.5, 6343705
929, 193975, 3.40727e+06, 9159.51, 1.9125e+06, 16318.4, 7202589
929, 215528, 3.81862e+06, 9159.51, 2.12501e+06, 16459.6, 8068396
929, 237080, 4.23307e+06, 9159.51, 2.3375e+06, 16587.3, 8940392
929, 258633, 4.65036e+06, 9159.51, 2.55e+06, 16703.9, 9818090
929, 280186, 5.07025e+06, 9159.51, 2.7625e+06, 16811.2, 10700976
929, 301739, 5.49254e+06, 9159.51, 2.97501e+06, 16910.5, 11588651
929, 323292, 5.91704e+06, 9159.51, 3.18751e+06, 17003, 12480772
929, 344844, 6.34361e+06, 9159.51, 3.4e+06, 17089.5, 13377000
929, 366397, 6.77213e+06, 9159.51, 3.6125e+06, 17170.8, 14277159
929, 387950, 7.20249e+06, 9159.51, 3.82501e+06, 17247.4, 15180979
929, 409503, 7.63458e+06, 9159.51, 4.03751e+06, 17319.8, 16088255
930, 172794, 3.00639e+06, 9170.81, 1.70394e+06, 16180.8, 6358466
930, 194393, 3.41522e+06, 9170.81, 1.91693e+06, 16338.8, 7219317
930, 215992, 3.82751e+06, 9170.81, 2.12992e+06, 16480.2, 8087106
930, 237591, 4.24293e+06, 9170.81, 2.34291e+06, 16608.1, 8961138
930, 259191, 4.6612e+06, 9170.81, 2.5559e+06, 16724.8, 9840884
930, 280790, 5.08206e+06, 9170.81, 2.76889e+06, 16832.2, 10725789
930, 302389, 5.50531e+06, 9170.81, 2.98188e+06, 16931.6, 11615493
930, 323988, 5.93079e+06, 9170.81, 3.19487e+06, 17024.2, 12509652
930, 345588, 6.35837e+06, 9170.81, 3.40787e+06, 17110.8, 13408010
930, 367187, 6.78788e+06, 9170.81, 3.62086e+06, 17192.1, 14310224
930, 388786, 7.21922e+06, 9170.81, 3.83385e+06, 17268.8, 15216107
930, 410385, 7.65229e+06, 9170.81, 4.04684e+06, 17341.4, 16125454
931, 173166, 3.0134e+06, 9182.12, 1.70787e+06, 16201.1, 6373229
931, 194811, 3.42316e+06, 9182.12, 1.92135e+06, 16359.3, 7236047
931, 216457, 3.83642e+06, 9182.12, 2.13484e+06, 16500.8, 8105859
931, 238103, 4.25281e+06, 9182.12, 2.34832e+06, 16628.8, 8981928
931, 259749, 4.67204e+06, 9182.12, 2.56181e+06, 16745.7, 9863682
931, 281394, 5.09386e+06, 9182.12, 2.77529e+06, 16853.2, 10750605
931, 303040, 5.5181e+06, 9182.12, 2.98877e+06, 16952.7, 11642379
931, 324686, 5.94457e+06, 9182.12, 3.20226e+06, 17045.4, 12538618
931, 346332, 6.37313e+06, 9182.12, 3.41575e+06, 17132.1, 13439024
931, 367977, 6.80362e+06, 9182.12, 3.62922e+06, 17213.5, 14343294
931, 389623, 7.23597e+06, 9182.12, 3.84271e+06, 17290.3, 15251282
931, 411269, 7.67005e+06, 9182.12, 4.0562e+06, 17362.9, 16162742
932, 173538, 3.02041e+06, 9193.42, 1.71181e+06, 16221.4, 6387995
932, 195230, 3.43113e+06, 9193.42, 1.92579e+06, 16379.7, 7252821
932, 216923, 3.84536e+06, 9193.42, 2.13977e+06, 16521.4, 8124656
932, 238615, 4.2627e+06, 9193.42, 2.35374e+06, 16649.6, 9002720
932, 260307, 4.68289e+06, 9193.42, 2.56772e+06, 16766.5, 9886483
932, 281999, 5.10569e+06, 9193.42, 2.78169e+06, 16874.2, 10775467
932, 303692, 5.53091e+06, 9193.42, 2.99567e+06, 16973.8, 11669311
932, 325384, 5.95836e+06, 9193.42, 3.20965e+06, 17066.6, 12567589
932, 347076, 6.3879e+06, 9193.42, 3.42362e+06, 17153.4, 13470043
932, 368769, 6.81941e+06, 9193.42, 3.63761e+06, 17234.9, 14376453
932, 390461, 7.25274e+06, 9193.42, 3.85158e+06, 17311.7, 15286505
932, 412153, 7.68782e+06, 9193.42, 4.06555e+06, 17384.4, 16200036
933, 173911, 3.02744e+06, 9204.73, 1.71576e+06, 16241.7, 6402802
933, 195650, 3.43912e+06, 9204.73, 1.93023e+06, 16400.2, 7269637
933, 217389, 3.85429e+06, 9204.73, 2.1447e+06, 16542, 8143455
933, 239127, 4.27258e+06, 9204.73, 2.35916e+06, 16670.3, 9023516
933, 260866, 4.69375e+06, 9204.73, 2.57363e+06, 16787.4, 9909328
933, 282605, 5.11753e+06, 9204.73, 2.78811e+06, 16895.2, 10800373
933, 304344, 5.54373e+06, 9204.73, 3.00258e+06, 16994.9, 11696247
933, 326083, 5.97217e+06, 9204.73, 3.21705e+06, 17087.8, 12596606
933, 347822, 6.4027e+06, 9204.73, 3.43152e+06, 17174.7, 13501150
933, 369561, 6.8352e+06, 9204.73, 3.64599e+06, 17256.3, 14409617
933, 391300, 7.26954e+06, 9204.73, 3.86046e+06, 17333.2, 15321775
933, 413039, 7.70562e+06, 9204.73, 4.07493e+06, 17406, 16237420
934, 174284, 3.03447e+06, 9216.04, 1.71971e+06, 16261.9, 6417612
934, 196069, 3.44709e+06, 9216.04, 1.93467e+06, 16420.7, 7286415
934, 217855, 3.86322e+06, 9216.04, 2.14964e+06, 16562.6, 8162258
934, 239641, 4.28251e+06, 9216.04, 2.3646e+06, 16691.1, 9044397
934, 261426, 4.70463e+06, 9216.04, 2.57956e+06, 16808.3, 9932218
934, 283212, 5.1294e+06, 9216.04, 2.79453e+06, 16916.2, 10825324
934, 304997, 5.55657e+06, 9216.04, 3.00949e+06, 17016, 11723229
934, 326783, 5.986e+06, 9216.04, 3.22446e+06, 17109, 12625669
934, 348568, 6.41751e+06, 9216.04, 3.43942e+06, 17195.9, 13532262
934, 370354, 6.85101e+06, 9216.04, 3.65439e+06, 17277.6, 14442827
934, 392139, 7.28634e+06, 9216.04, 3.86934e+06, 17354.7, 15357050
934, 413925, 7.72343e+06, 9216.04, 4.08431e+06, 17427.5, 16274810
935, 174658, 3.04152e+06, 9227.35, 1.72367e+06, 16282.3, 6432464
935, 196490, 3.4551e+06, 9227.35, 1.93912e+06, 16441.1, 7303277
935, 218322, 3.87218e+06, 9227.35, 2.15458e+06, 16583.3, 8181103
935, 240154, 4.29242e+06, 9227.35, 2.37004e+06, 16711.8, 9065240
935, 261987, 4.71554e+06, 9227.35, 2.5855e+06, 16829.2, 9955152
935, 283819, 5.14127e+06, 9227.35, 2.80096e+06, 16937.2, 10850278
935, 305651, 5.56943e+06, 9227.35, 3.01642e+06, 17037.1, 11750256
935, 327483, 5.99984e+06, 9227.35, 3.23187e+06, 17130.2, 12654736
935, 349316, 6.43237e+06, 9227.35, 3.44734e+06, 17217.3, 13563461
935, 371148, 6.86684e+06, 9227.35, 3.66279e+06, 17299, 14476084
935, 392980, 7.30318e+06, 9227.35, 3.87825e+06, 17376.1, 15392415
935, 414812, 7.74126e+06, 9227.35, 4.09371e+06, 17449.1, 16312247
936, 175032, 3.04858e+06, 9238.66, 1.72763e+06, 16302.6, 6447318
936, 196911, 3.46311e+06, 9238.66, 1.94358e+06, 16461.6, 7320141
936, 218790, 3.88116e+06, 9238.66, 2.15954e+06, 16603.9, 8199992
936, 240669, 4.30237e+06, 9238.66, 2.37549e+06, 16732.6, 9086167
936, 262548, 4.72645e+06, 9238.66, 2.59144e+06, 16850.1, 9978089
936, 284427, 5.15316e+06, 9238.66, 2.8074e+06, 16958.2, 10875278
936, 306306, 5.58231e+06, 9238.66, 3.02335e+06, 17058.2, 11777328
936, 328185, 6.01371e+06, 9238.66, 3.23931e+06, 17151.4, 12683891
936, 350064, 6.44722e+06, 9238.66, 3.45526e+06, 17238.6, 13594665
936, 371943, 6.8827e+06, 9238.66, 3.67121e+06, 17320.4, 14509388
936, 393822, 7.32004e+06, 9238.66, 3.88717e+06, 17397.6, 15427827
936, 415701, 7.75914e+06, 9238.66, 4.10312e+06, 17470.6, 16349774
937, 175406, 3.05563e+06, 9249.98, 1.73159e+06, 16322.9, 6462174
937, 197332, 3.47112e+06, 9249.98, 1.94804e+06, 16482.1, 7337007
937, 219258, 3.89013e+06, 9249.98, 2.16449e+06, 16624.5, 8218884
937, 241183, 4.3123e+06, 9249.98, 2.38094e+06, 16753.3, 9107057
937, 263109, 4.73736e+06, 9249.98, 2.59739e+06, 16871, 10001030
937, 285035, 5.16506e+06, 9249.98, 2.81384e+06, 16979.2, 10900281
937, 306961, 5.59519e+06, 9249.98, 3.03029e+06, 17079.4, 11804404
937, 328887, 6.02759e+06, 9249.98, 3.24674e+06, 17172.6, 12713050
937, 350812, 6.46208e+06, 9249.98, 3.46318e+06, 17259.9, 13625874
937, 372738, 6.89856e+06, 9249.98, 3.67963e+06, 17341.8, 14542697
937, 394664, 7.33691e+06, 9249.98, 3.89609e+06, 17419.1, 15463244
937, 416590, 7.77701e+06, 9249.98, 4.11254e+06, 17492.2, 16387307
938, 175781, 3.06271e+06, 9261.29, 1.73556e+06, 16343.2, 6477073
938, 197753, 3.47914e+06, 9261.29, 1.9525e+06, 16502.6, 7353876
938, 219726, 3.89911e+06, 9261.29, 2.16945e+06, 16645.1, 8237778
938, 241699, 4.32227e+06, 9261.29, 2.3864e+06, 16774.1, 9128031
938, 263671, 4.74829e+06, 9261.29, 2.60334e+06, 16891.9, 10024015
938, 285644, 5.17697e+06, 9261.29, 2.82029e+06, 17000.2, 10925329
938, 307617, 5.6081e+06, 9261.29, 3.03724e+06, 17100.5, 11831526
938, 329589, 6.04147e+06, 9261.29, 3.25418e+06, 17193.8, 12742213
938, 351562, 6.47697e+06, 9261.29, 3.47113e+06, 17281.2, 13657171
938, 373535, 6.91446e+06, 9261.29, 3.68808e+06, 17363.2, 14576095
938, 395507, 7.3538e+06, 9261.29, 3.90502e+06, 17440.6, 15498708
938, 417480, 7.79491e+06, 9261.29, 4.12197e+06, 17513.7, 16424887
939, 176156, 3.06978e+06, 9272.61, 1.73954e+06, 16363.5, 6491973
939, 198175, 3.48717e+06, 9272.61, 1.95697e+06, 16523, 7370788
939, 220195, 3.90811e+06, 9272.61, 2.17442e+06, 16665.8, 8256716
939, 242215, 4.33224e+06, 9272.61, 2.39187e+06, 16794.9, 9149009
939, 264234, 4.75924e+06, 9272.61, 2.60931e+06, 16912.8, 10047045
939, 286254, 5.18891e+06, 9272.61, 2.82675e+06, 17021.2, 10950423
939, 308273, 5.621e+06, 9272.61, 3.04419e+06, 17121.6, 11858651
939, 330293, 6.05539e+06, 9272.61, 3.26164e+06, 17215.1, 12771463
939, 352312, 6.49187e+06, 9272.61, 3.47907e+06, 17302.5, 13688472
939, 374332, 6.93037e+06, 9272.61, 3.69652e+06, 17384.6, 14609497
939, 396351, 7.37071e+06, 9272.61, 3.91396e+06, 17462, 15534219
939, 418371, 7.81284e+06, 9272.61, 4.13141e+06, 17535.3, 16462515
940, 176532, 3.07688e+06, 9283.93, 1.74352e+06, 16383.8, 6506916
940, 198598, 3.49522e+06, 9283.93, 1.96146e+06, 16543.5, 7387742
940, 220665, 3.91713e+06, 9283.93, 2.1794e+06, 16686.4, 8275697
940, 242731, 4.34221e+06, 9283.93, 2.39734e+06, 16815.7, 9169990
940, 264798, 4.77021e+06, 9283.93, 2.61528e+06, 16933.7, 10070119
940, 286864, 5.20085e+06, 9283.93, 2.83322e+06, 17042.2, 10975519
940, 308931, 5.63395e+06, 9283.93, 3.05116e+06, 17142.7, 11885864
940, 330997, 6.06931e+06, 9283.93, 3.2691e+06, 17236.3, 12800718
940, 353064, 6.50682e+06, 9283.93, 3.48704e+06, 17323.8, 13719862
940, 375130, 6.94629e+06, 9283.93, 3.70498e+06, 17406, 14642946
940, 397197, 7.38766e+06, 9283.93, 3.92292e+06, 17483.5, 15569820
940, 419263, 7.83078e+06, 9283.93, 4.14086e+06, 17556.8, 16500191
941, 176908, 3.08397e+06, 9295.25, 1.74751e+06, 16404.1, 6521861
941, 199021, 3.50328e+06, 9295.25, 1.96594e+06, 16564, 7404699
941, 221135, 3.92616e+06, 9295.25, 2.18438e+06, 16707, 8294681
941, 243248, 4.35221e+06, 9295.25, 2.40282e+06, 16836.4, 9191014
941, 265362, 4.78119e+06, 9295.25, 2.62126e+06, 16954.6, 10093196
941, 287475, 5.21281e+06, 9295.25, 2.83969e+06, 17063.2, 11000661
941, 309589, 5.6469e+06, 9295.25, 3.05814e+06, 17163.8, 11913080
941, 331702, 6.08326e+06, 9295.25, 3.27657e+06, 17257.5, 12830019
941, 353816, 6.52176e+06, 9295.25, 3.49501e+06, 17345.1, 13751256
941, 375929, 6.96224e+06, 9295.25, 3.71345e+06, 17427.4, 14676442
941, 398043, 7.40462e+06, 9295.25, 3.93189e+06, 17505, 15605426
941, 420156, 7.84875e+06, 9295.25, 4.15032e+06, 17578.4, 16537914
942, 177284, 3.09107e+06, 9306.57, 1.75149e+06, 16424.4, 6536809
942, 199444, 3.51134e+06, 9306.57, 1.97042e+06, 16584.5, 7421659
942, 221605, 3.93518e+06, 9306.57, 2.18937e+06, 16727.7, 8313668
942, 243766, 4.36223e+06, 9306.57, 2.40831e+06, 16857.2, 9212083
942, 265926, 4.79216e+06, 9306.57, 2.62724e+06, 16975.5, 10116277
942, 288087, 5.22479e+06, 9306.57, 2.84618e+06, 17084.2, 11025848
942, 310247, 5.65985e+06, 9306.57, 3.06511e+06, 17185, 11940300
942, 332408, 6.09723e+06, 9306.57, 3.28405e+06, 17278.7, 12859366
942, 354568, 6.53671e+06, 9306.57, 3.50298e+06, 17366.4, 13782655
942, 376729, 6.97821e+06, 9306.57, 3.72193e+06, 17448.8, 14709985
942, 398889, 7.42158e+06, 9306.57, 3.94086e+06, 17526.5, 15641037
942, 421050, 7.86674e+06, 9306.57, 4.1598e+06, 17600, 16575685
943, 177661, 3.09819e+06, 9317.89, 1.75549e+06, 16444.8, 6551798
943, 199868, 3.51941e+06, 9317.89, 1.97492e+06, 16605, 7438661
943, 222076, 3.94422e+06, 9317.89, 2.19436e+06, 16748.3, 8332698
943, 244284, 4.37224e+06, 9317.89, 2.4138e+06, 16878, 9233154
943, 266491, 4.80316e+06, 9317.89, 2.63323e+06, 16996.4, 10139403
943, 288699, 5.23677e+06, 9317.89, 2.85267e+06, 17105.3, 11051038
943, 310907, 5.67285e+06, 9317.89, 3.07211e+06, 17206.1, 11967608
943, 333114, 6.1112e+06, 9317.89, 3.29154e+06, 17300, 12888717
943, 355322, 6.5517e+06, 9317.89, 3.51098e+06, 17387.8, 13814142
943, 377530, 6.99421e+06, 9317.89, 3.73042e+06, 17470.2, 14743575
943, 399737, 7.43858e+06, 9317.89, 3.94985e+06, 17548, 15676738
943, 421945, 7.88476e+06, 9317.89, 4.16929e+06, 17621.6, 16613504
944, 178038, 3.10531e+06, 9329.22, 1.75949e+06, 16465.1, 6566790
944, 200293, 3.52751e+06, 9329.22, 1.97942e+06, 16625.5, 7455706
944, 222548, 3.95329e+06, 9329.22, 2.19936e+06, 16769, 8351772
944, 244802, 4.38226e+06, 9329.22, 2.41929e+06, 16898.8, 9254229
944, 267057, 4.81418e+06, 9329.22, 2.63923e+06, 17017.3, 10162572
944, 289312, 5.24878e+06, 9329.22, 2.85917e+06, 17126.3, 11076273
944, 311567, 5.68584e+06, 9329.22, 3.07911e+06, 17227.2, 11994919
944, 333822, 6.12521e+06, 9329.22, 3.29904e+06, 17321.2, 12918155
944, 356076, 6.56669e+06, 9329.22, 3.51897e+06, 17409.1, 13845634
944, 378331, 7.0102e+06, 9329.22, 3.73891e+06, 17491.6, 14777170
944, 400586, 7.45561e+06, 9329.22, 3.95885e+06, 17569.5, 15712485
944, 422841, 7.9028e+06, 9329.22, 4.17879e+06, 17643.1, 16651371
945, 178416, 3.11245e+06, 9340.54, 1.76349e+06, 16485.4, 6581824
945, 200718, 3.53561e+06, 9340.54, 1.98393e+06, 16646, 7472754
945, 223020, 3.96235e+06, 9340.54, 2.20437e+06, 16789.6, 8370848
945, 245322, 4.39232e+06, 9340.54, 2.4248e+06, 16919.6, 9275388
945, 267624, 4.82522e+06, 9340.54, 2.64524e+06, 17038.2, 10185787
945, 289926, 5.2608e+06, 9340.54, 2.86568e+06, 17147.3, 11101554
945, 312228, 5.69886e+06, 9340.54, 3.08611e+06, 17248.4, 12022276
945, 334530, 6.13922e+06, 9340.54, 3.30655e+06, 17342.4, 12947598
945, 356832, 6.58173e+06, 9340.54, 3.52699e+06, 17430.4, 13877213
945, 379134, 7.02624e+06, 9340.54, 3.74743e+06, 17513.1, 14810853
945, 401436, 7.47266e+06, 9340.54, 3.96786e+06, 17591, 15748281
945, 423738, 7.92086e+06, 9340.54, 4.1883e+06, 17664.7, 16689285
946, 178794, 3.11959e+06, 9351.87, 1.7675e+06, 16505.8, 6596860
946, 201143, 3.54371e+06, 9351.87, 1.98844e+06, 16666.5, 7489804
946, 223492, 3.97142e+06, 9351.87, 2.20937e+06, 16810.3, 8389927
946, 245841, 4.40236e+06, 9351.87, 2.43031e+06, 16940.4, 9296510
946, 268191, 4.83626e+06, 9351.87, 2.65125e+06, 17059.1, 10209004
946, 290540, 5.27283e+06, 9351.87, 2.87219e+06, 17168.4, 11126838
946, 312889, 5.71188e+06, 9351.87, 3.09313e+06, 17269.5, 12049636
946, 335238, 6.15324e+06, 9351.87, 3.31406e+06, 17363.7, 12977045
946, 357588, 6.59676e+06, 9351.87, 3.53501e+06, 17451.8, 13908798
946, 379937, 7.04228e+06, 9351.87, 3.75594e+06, 17534.5, 14844542
946, 402286, 7.48971e+06, 9351.87, 3.97688e+06, 17612.5, 15784081
946, 424635, 7.93892e+06, 9351.87, 4.19781e+06, 17686.3, 16727205
947, 179172, 3.12673e+06, 9363.2, 1.77151e+06, 16526.1, 6611899
947, 201568, 3.55181e+06, 9363.2, 1.99295e+06, 16687, 7506857
947, 223965, 3.98051e+06, 9363.2, 2.21439e+06, 16830.9, 8409050
947, 246362, 4.41245e+06, 9363.2, 2.43584e+06, 16961.2, 9317716
947, 268758, 4.84731e+06, 9363.2, 2.65727e+06, 17080, 10232225
947, 291155, 5.28488e+06, 9363.2, 2.87871e+06, 17189.4, 11152166
947, 313551, 5.72492e+06, 9363.2, 3.10015e+06, 17290.6, 12077042
947, 335948, 6.16729e+06, 9363.2, 3.32159e+06, 17384.9, 13006580
947, 358344, 6.6118e+06, 9363.2, 3.54303e+06, 17473.1, 13940387
947, 380741, 7.05835e+06, 9363.2, 3.76447e+06, 17555.9, 14878277
947, 403137, 7.50678e+06, 9363.2, 3.9859e+06, 17634, 15819929
947, 425534, 7.95702e+06, 9363.2, 4.20735e+06, 17707.9, 16765215
948, 179551, 3.13389e+06, 9374.53, 1.77553e+06, 16546.4, 6626979
948, 201995, 3.55995e+06, 9374.53, 1.99748e+06, 16707.5, 7523992
948, 224439, 3.98962e+06, 9374.53, 2.21942e+06, 16851.6, 8428216
948, 246882, 4.42251e+06, 9374.53, 2.44135e+06, 16982, 9338885
948, 269326, 4.85837e+06, 9374.53, 2.6633e+06, 17101, 10255491
948, 291770, 5.29693e+06, 9374.53, 2.88524e+06, 17210.4, 11177499
948, 314214, 5.73798e+06, 9374.53, 3.10718e+06, 17311.8, 12104494
948, 336658, 6.18135e+06, 9374.53, 3.32912e+06, 17406.2, 13036119
948, 359102, 6.62688e+06, 9374.53, 3.55107e+06, 17494.4, 13972064
948, 381546, 7.07443e+06, 9374.53, 3.77301e+06, 17577.3, 14912059
948, 403990, 7.52389e+06, 9374.53, 3.99495e+06, 17655.5, 15855866
948, 426434, 7.97515e+06, 9374.53, 4.2169e+06, 17729.5, 16803272
949, 179930, 3.14105e+06, 9385.86, 1.77956e+06, 16566.8, 6642062
949, 202421, 3.56807e+06, 9385.86, 2.002e+06, 16728, 7541090
949, 224913, 3.99873e+06, 9385.86, 2.22445e+06, 16872.3, 8447384
949, 247404, 4.43262e+06, 9385.86, 2.44689e+06, 17002.8, 9360139
949, 269895, 4.86946e+06, 9385.86, 2.66933e+06, 17121.9, 10278801
949, 292386, 5.309e+06, 9385.86, 2.89177e+06, 17231.5, 11202877
949, 314878, 5.75107e+06, 9385.86, 3.11423e+06, 17332.9, 12131991
949, 337369, 6.19543e+06, 9385.86, 3.33667e+06, 17427.4, 13065703
949, 359860, 6.64196e+06, 9385.86, 3.55911e+06, 17515.8, 14003745
949, 382352, 7.09054e+06, 9385.86, 3.78156e+06, 17598.8, 14945888
949, 404843, 7.54101e+06, 9385.86, 4.004e+06, 17677, 15891808
949, 427334, 7.99328e+06, 9385.86, 4.22645e+06, 17751, 16841335
950, 180310, 3.14823e+06, 9397.19, 1.78359e+06, 16587.1, 6657187
950, 202848, 3.57622e+06, 9397.19, 2.00653e+06, 16748.5, 7558231
950, 225387, 4.00784e+06, 9397.19, 2.22948e+06, 16892.9, 8466556
950, 247926, 4.44272e+06, 9397.19, 2.45243e+06, 17023.6, 9381395
950, 270465, 4.88056e+06, 9397.19, 2.67538e+06, 17142.8, 10302155
950, 293003, 5.3211e+06, 9397.19, 2.89832e+06, 17252.5, 11228299
950, 315542, 5.76415e+06, 9397.19, 3.12127e+06, 17354.1, 12159492
950, 338081, 6.20954e+06, 9397.19, 3.34422e+06, 17448.7, 13095334
950, 360620, 6.65709e+06, 9397.19, 3.56718e+06, 17537.1, 14035515
950, 383158, 7.10665e+06, 9397.19, 3.79012e+06, 17620.2, 14979722
950, 405697, 7.55815e+06, 9397.19, 4.01307e+06, 17698.5, 15927798
950, 428236, 8.01146e+06, 9397.19, 4.23602e+06, 17772.6, 16879489
951, 180690, 3.15542e+06, 9408.53, 1.78762e+06, 16607.5, 6672314
951, 203276, 3.58438e+06, 9408.53, 2.01107e+06, 16769.1, 7575415
951, 225862, 4.01697e+06, 9408.53, 2.23452e+06, 16913.6, 8485771
951, 248448, 4.45283e+06, 9408.53, 2.45797e+06, 17044.4, 9402655
951, 271035, 4.89167e+06, 9408.53, 2.68143e+06, 17163.8, 10325513
951, 293621, 5.33321e+06, 9408.53, 2.90488e+06, 17273.6, 11253767
951, 316207, 5.77726e+06, 9408.53, 3.12833e+06, 17375.3, 12187039
951, 338793, 6.22364e+06, 9408.53, 3.35178e+06, 17469.9, 13124970
951, 361380, 6.67222e+06, 9408.53, 3.57524e+06, 17558.5, 14067290
951, 383966, 7.12281e+06, 9408.53, 3.79869e+06, 17641.6, 15013644
951, 406552, 7.57532e+06, 9408.53, 4.02214e+06, 17720.1, 15963835
951, 429138, 8.02964e+06, 9408.53, 4.24559e+06, 17794.2, 16917647
952, 181070, 3.1626e+06, 9419.87, 1.79165e+06, 16627.8, 6687444
952, 203704, 3.59255e+06, 9419.87, 2.01561e+06, 16789.6, 7592601
952, 226338, 4.02613e+06, 9419.87, 2.23957e+06, 16934.3, 8505029
952, 248971, 4.46296e+06, 9419.87, 2.46352e+06, 17065.2, 9423959
952, 271605, 4.90278e+06, 9419.87, 2.68748e+06, 17184.7, 10348874
952, 294239, 5.34533e+06, 9419.87, 2.91144e+06, 17294.6, 11279238
952, 316873, 5.79039e+06, 9419.87, 3.1354e+06, 17396.4, 12214631
952, 339507, 6.23779e+06, 9419.87, 3.35936e+06, 17491.2, 13154692
952, 362140, 6.68735e+06, 9419.87, 3.58331e+06, 17579.8, 14099069
952, 384774, 7.13896e+06, 9419.87, 3.80727e+06, 17663.1, 15047572
952, 407408, 7.5925e+06, 9419.87, 4.03123e+06, 17741.6, 15999919
952, 430042, 8.04786e+06, 9419.87, 4.25519e+06, 17815.8, 16955896
